what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610175995
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1394610186733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610206616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610210947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610219636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610255440
opened,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1394610262275
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1394610262683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610277012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610278463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610281799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610282841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610284740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610285750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394610291222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610292641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610293877
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1394610295514
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1394610300148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610300370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610301971
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394610306730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610307593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610308718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610311563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610313200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610315612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610316412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610318527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610319382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394610323634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610325425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610327405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610329514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610330718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610334592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610335664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394610336580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610336968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610338811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610344815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610346035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610349178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610355578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610356441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610358114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610360240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610361475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394610364050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610365265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610366738
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1394610370007
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1394610379198
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1394610379536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394610384287
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1394610388822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610388881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610428050
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394610432858
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394610433045
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394610433251
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394610433447
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394610433679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394610436219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610439698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610439761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394610442596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394610442967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394611085083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394611087472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394611134713
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.scroll.lineDown",1394611136599
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394611137742
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394611137995
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394611138643
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394611138823
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394611139084
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1394611139555
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1394611139736
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1394611139932
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1394611140126
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1394611140327
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1394611141882
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1394611141929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394611145883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394611146421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394611151720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394611152217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394611220269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1394611235626
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394611237452
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394611237621
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394611237801
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1394611237959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394611242139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394611245363
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1394611250182
